,id,title,extract
562,104682,Lux (unité),"Le lux est une unité de mesure de l'éclairement lumineux (symbole : lx).  Il caractérise le flux lumineux reçu par unité de surface.
Un lux est l'éclairement d'une surface qui reçoit, d'une manière uniformément répartie, un flux lumineux d'un lumen par mètre carré."
563,104953,Laurent Voulzy,"Lucien Voulzy, dit Laurent Voulzy, est un auteur-compositeur-interprète et chanteur français, né le 18 décembre 1948 à Paris 18e.
Sa carrière est notamment marquée par sa collaboration régulière avec Alain Souchon depuis 1974."
564,105068,Palais omnisports de Paris-Bercy,"L'AccorHotels Arena, anciennement appelée « palais omnisports de Paris-Bercy » (en abrégé POPB), souvent désignée par ellipse Bercy est une salle polyvalente et modulable située boulevard de Bercy, dans le quartier de Bercy, dans le 12e arrondissement de Paris. Elle a fait l'objet d'importants travaux de rénovation en 2014 et 2015. Elle est depuis son inauguration en 1984 le théâtre de nombreuses manifestations sportives, certaines régulières (comme le Masters de Paris-Bercy en tennis et le Grand Chelem de Paris en judo), de concerts des plus grands artistes nationaux et internationaux, et prévoit d'accueillir les compétitions de basket-ball et de judo des Jeux olympiques d'été de 2024.
Encadrée par le ministère de l'Économie et des Finances au nord-ouest et par le parc de Bercy au sud-est, elle se trouve sur la rive droite de la Seine, à la hauteur du pont de Bercy ; elle fait face à la bibliothèque François-Mitterrand située rive gauche.
Le site est desservi par la station de métro Bercy des lignes 6 et 14, et par la gare de Lyon qui se trouve à environ 500 mètres à pied ou à une station sur la ligne 14."
565,105297,Plongée en apnée,"La plongée en apnée ou en anglais : Freediving désigne une forme de plongée sous-marine basée sur l'interruption volontaire de la ventilation contrairement à la plongée en scaphandre autonome dans laquelle le pratiquant respire un gaz sous pression stocké dans des bouteilles de plongée. La plongée en apnée déclenche automatiquement le réflexe d'immersion partagé par l'ensemble des mammifères.
La plongée en apnée peut être pratiquée comme simple activité de loisir ou en compétition. Elle peut se combiner à d'autres pratiques subaquatiques dans le cadre de la randonnée subaquatique (en alternance avec l'utilisation d'un tuba une fois en surface), de la photographie sous-marine, de la pêche sous-marine ou du tir sur cible subaquatique.
La plongée libre fait partie des sports extrêmes en raison des risques inhérents à la recherche de la performance en compétition. Le record de durée (apnée statique) sans inhalation d'oxygène est détenu par le français Stéphane Mifsud et s'établit à 11 minutes et 35 secondes. Le record avec inhalation d'oxygène préalable est détenu par Vendrell (en) et s'établit à 24 minutes et 3 secondes, tandis que l'autrichien Herbert Nitsch détient le record de profondeur avec 214 m (apnée No Limit). Dans le cadre de sa pratique comme activité de loisir, elle est davantage liée à la pêche sous-marine et à l'exploration sous-marine et constitue une extension plus experte ou plus sportive du snorkeling ouvrant ainsi l'accès à une exploration des profondeurs. Loin des records, les pratiquants de la plongée libre de loisir évoluent plus couramment entre la surface et 40 mètres de profondeur."
566,105567,Bernard Maris,"Bernard Maris, né le 23 septembre 1946 à Toulouse et mort le 7 janvier 2015 à Paris, est un économiste, écrivain et journaliste français.
Également connu sous le pseudonyme Oncle Bernard, sous lequel il publiait ses textes dans Charlie Hebdo, il est assassiné le 7 janvier 2015 à Paris lors de l'attentat au siège du journal Charlie Hebdo.
Vulgarisateur, il était un penseur indépendant qui critiquait ouvertement l’économie de marché."
567,105593,Nos amis les flics,"Nos amis les flics est une comédie française réalisée par Bob Swaim en 2004, inspirée du roman de Jay Cronley."
568,106047,Pentathlon moderne,"Le pentathlon moderne est une épreuve sportive constituée de cinq disciplines d’où le nom de pentathlon. Ces épreuves sont l’escrime, la natation, l'équitation, le tir au pistolet et la course à pied. Il faut le distinguer du pentathlon antique : aucune des épreuves du pentathlon moderne ne faisait partie des premiers Jeux olympiques.
Le pentathlon a toujours fait partie du programme olympique depuis 1912. Une épreuve par équipe a été ajoutée aux Jeux olympiques en 1952 et interrompue en 1992. Une épreuve féminine a été ajoutée en 2000. Lors des années non olympiques, un championnat du monde a lieu, depuis 1949. À l'origine la compétition durait quatre ou cinq jours ; mais en 1996 l'épreuve a été raccourcie à une journée pour améliorer son image commerciale. En dépit de l'appartenance très forte de l'épreuve aux Jeux olympiques modernes et de son statut d'événement créé spécifiquement pour les Jeux olympiques, son manque de popularité hors de l'Europe de l’Est a conduit à des demandes de suppression des Jeux olympiques au cours des dernières années,.
Ce sport est régi par l'Union internationale de pentathlon moderne (UIPM)."
569,106171,Paradoxe des jumeaux,"En physique, le paradoxe des jumeaux ou paradoxe des horloges (Clock paradox), présenté par Paul Langevin au congrès de Bologne en 1911, mais pas encore clairement sous forme de paradoxe, est un paradoxe issu d'une expérience de pensée qui semble montrer que la relativité restreinte est contradictoire.
Des jumeaux sont nés sur Terre. L'un fait un voyage aller-retour dans l'espace en fusée à une vitesse proche de celle de la lumière. D'après le phénomène de dilatation des durées de la relativité restreinte, pour celui qui est resté sur Terre la durée du voyage est plus grande que pour celui qui est parti dans l'espace. Pour chaque jumeau, le temps s'écoule normalement à sa propre horloge, et aucune expérience locale ne permet au jumeau voyageur de déterminer qu'il est en mouvement pendant l'aller ou le retour. Mais quand ce dernier rejoint le jumeau terrestre, il s'aperçoit qu'il a mesuré au total moins de secondes et il rentre donc plus jeune que son jumeau sur Terre.
Toutefois, celui qui voyage est en droit de considérer, les lois de la physique restant identiques par changement de référentiel, qu'il est immobile et que c'est son frère et la Terre qui s'éloignent à grande vitesse de lui. Il pourrait donc conclure que c'est son frère, resté sur Terre, qui est plus jeune à la fin du voyage. Ainsi chaque jumeau pense, selon les lois de la relativité restreinte, retrouver l'autre plus jeune que lui. Est-on tombé sur un véritable paradoxe qui, comme Painlevé l'a indiqué à Einstein en 1922 (soit 6 ans après la publication de la relativité générale), peut mettre en cause la cohérence interne de la théorie de la Relativité ?
La conclusion, admise par l'écrasante majorité des spécialistes, dit que le jumeau voyageur finit plus jeune que celui resté sur Terre, et que cette différence peut être considérée comme due à la dissymétrie entre les jumeaux car le voyageur change de référentiel galiléen pour revenir, alors que l'autre n'en change pas. Des observations, notamment sur les durées de vie (de la création à l’annihilation) de muons, sont considérées comme en accord avec cette conclusion."
570,107236,Mathématiques financières,"Les mathématiques financières sont une branche des mathématiques appliquées ayant pour but la modélisation, la quantification et la compréhension des phénomènes régissant les opérations financières d'une certaine durée (emprunts et placements / investissements) et notamment les marchés financiers. Elles font jouer le facteur temps et utilisent principalement des outils issus de l'actualisation, de la théorie des probabilités, du calcul stochastique, des statistiques et du calcul différentiel."
571,107356,Jean Bastien-Thiry,"Jean (dit parfois Jean-Marie) Bastien-Thiry, né le 19 octobre 1927 à Lunéville, fusillé le 11 mars 1963 au fort d'Ivry, est un ingénieur militaire français, avec rang de lieutenant-colonel de l'Armée de l'air, connu pour avoir organisé et dirigé l'attentat du Petit-Clamart, le 22 août 1962, dans le but d'assassiner le général de Gaulle, alors président de la République.
Condamné par un tribunal d'exception, la Cour militaire de justice, Jean Bastien-Thiry est passé par les armes par un peloton de sous-officiers français au fort d'Ivry. Il est le dernier condamné à mort à avoir été fusillé en France."
572,107644,Hallucinogène,"Un hallucinogène est une substance chimique psychotrope qui induit des hallucinations, soit, aux doses usuelles, des altérations des perceptions, de la cohérence de la pensée et de la régularité de l'humeur, mais sans causer de confusion mentale persistante ou de troubles de la mémoire. Cet état, appelé état modifié de conscience par certains usagers, peut  être atteint par une démarche spirituelle, la méditation ou à travers l'art.
Malgré la variété de leurs modes d'action et de leurs structures chimiques, les hallucinogènes sont rassemblés dans une seule catégorie dans la plupart des classifications des psychotropes. Il s'ensuit  que leurs caractéristiques diffèrent selon la classification utilisée, selon que les critères employés concernent leurs effets subjectifs, leurs mécanismes pharmacologiques ou encore leurs aspects légaux. En raison de l'allure de leur effet, ils sont aussi décrits et désignés comme des perturbateurs du système nerveux central. Les effets des hallucinogènes sont clairement différents de ceux des stimulants comme la cocaïne ou de la méthamphétamine, bien qu'ils augmentent aussi la vigilance ou l'activité.
La plupart des hallucinogènes appartiennent à des familles de molécules ayant des structures chimiques particulières, capables d'agir sur des sites spécifiques du cerveau tels que les récepteurs des neurotransmetteurs et leurs transporteurs, tout comme les psychotropes prescrits légalement. C'est ainsi qu'ils peuvent modifier qualitativement la perception, la pensée et l'émotion."
573,108040,Antiproton,"L'antiproton est l'antiparticule du proton. Les antiprotons sont stables, mais ils ont généralement une durée de vie courte, une collision avec un proton ordinaire faisant disparaître les deux particules."
574,108214,Licence de logiciel,"Une licence de logiciel est un contrat par lequel le titulaire des droits d'auteur sur un programme informatique définit avec son cocontractant (exploitant ou utilisateur) les conditions dans lesquelles ce programme peut être utilisé, diffusé ou modifié."
575,108223,Canoë,"Le canoë, ou canoé, également appelé canot au Canada et canoë canadien en France, est un type d'embarcation légère mue à la pagaie simple, destiné à la navigation sur les rivières et les lacs. Construit à l'origine par des peuples nord-amérindiens, le canoë moderne est aujourd'hui utilisé dans diverses pratiques récréatives et sportives. Le pratiquant de canoë se nomme « canoéiste » ou parfois  « céiste ».
Le canoë est parfois confondu avec le kayak (embarcation des Inuits), la pratique sportive ou de loisir avec toutes embarcations propulsées à la pagaie étant souvent désignée en français par l'expression « canoë-kayak ».
En français et dans d'autres langues, le terme « canoë » peut aussi être synonyme de n'importe quel type d'embarcation à pagaie simple (canot) ou bien être synonyme de pirogue sans lien historique avec l'embarcation décrite dans cet article."
576,108305,Wilhelmine (reine des Pays-Bas),"Wilhelmine (Wilhelmina Helena Pauline Maria van Oranje-Nassau de son titre complet en néerlandais), née le 31 août 1880 à La Haye et morte le 28 novembre 1962 à Apeldoorn, est reine des Pays-Bas de 1890 à 1948. Fille de Guillaume III des Pays-Bas, née d'une union tardive, elle lui succède en demeurant sous la régence de sa mère Emma de Waldeck-Pyrmont jusqu'en 1898.
Impliquée pour la défense de son pays lors de la Seconde Guerre mondiale face à l'occupant allemand, Wilhelmine est l'un des plus grands personnages de l'histoire des Pays-Bas  au XXe siècle."
577,108317,Beatrix (reine des Pays-Bas),"Beatrix des Pays-Bas (en néerlandais, Beatrix der Nederlanden, francisé en Béatrix, ou plus rarement en Béatrice), née le 31 janvier 1938 au palais de Soestdijk (Baarn), est reine des Pays-Bas du 30 avril 1980 au 30 avril 2013.
Fille aînée de la reine Juliana et du prince Bernhard des Pays-Bas, Beatrix est née princesse des Pays-Bas, d’Orange-Nassau et de Lippe-Biesterfeld. Devenue reine par l’abdication de sa mère le 30 avril 1980, elle abdique à son tour le 30 avril 2013, après 33 ans de règne, en faveur de son fils aîné, Willem-Alexander, prince d’Orange. Elle reprend alors le titre de princesse."
578,108540,Phrénologie,"La phrénologie (du grec : φρήν, phrēn, « cerveau » et λόγος, logos, « connaissance », terme probablement forgé et utilisé pour la première fois par Thomas Ignatius Forster en 1815)  est une théorie selon laquelle les bosses du crâne d'un être humain reflètent son caractère. Son fondateur est Franz Joseph Gall.
En 1825, François Magendie qualifia la phrénologie de pseudo-science. Cette conception, bien ancrée dans son temps, est un exemple de méthode expérimentée biaisée dans le cadre de l'étude de l'histoire de la médecine."
579,108559,Province autonome de Bolzano,"La province autonome de Bolzane (en italien : Provincia Autonoma di Bolzano – Alto Adige, en allemand : Autonome Provinz Bozen – Südtirol, en ladin, Provinzia Autonòma de Balsan/Bulsan – Südtirol), plus connue en français comme Haut-Adige ou Tyrol du Sud, est une province italienne, située dans le nord-est du pays, partie de la région autonome du Trentin-Haut-Adige, à la frontière de l'Autriche et de la Suisse. Depuis 2001, les deux noms, Alto Adige (italien) et Südtirol (allemand) figurent dans la Constitution italienne. Son chef-lieu est Bolzane.
La majorité des habitants est de langue allemande, parlant généralement un dialecte allemand du groupe bavarois, appelé Südtirolerisch (tyrolien méridional). Un bon quart de la population est italophone tandis qu'une petite minorité emploie une des formes du ladin comme langue maternelle."
580,108600,Jonzac,"Jonzac  est une commune du Sud-Ouest de la France, située dans la partie méridionale du département de la Charente-Maritime (région Nouvelle-Aquitaine). Ses habitants sont appelés les Jonzacais et Jonzacaises.
Baignée par la Seugne qui y écoule ses eaux dans un méandre, la cité s'est développée originellement sur deux collines de la rive droite, les monts Balaguier et Montguimar, où se dressent ses deux principaux monuments : l'église Saint-Gervais-Saint-Protais et le château, dont l'une des tours qui sert de beffroi est visible de fort loin.
Pôle administratif et ville commerciale particulièrement active, elle est l'une des quatre sous-préfectures de la Charente-Maritime. Jonzac est la première unité urbaine du Pays de Haute-Saintonge, regroupant 5 242 habitants en 2008, se situant nettement avant Pons et Montendre, les deux autres centres urbains de la Saintonge méridionale. Elle est au cœur d'une petite aire urbaine qui la place au 10e rang en Charente-Maritime avec 6 265 habitants en 2008.
Station thermale depuis 1986, la ville s'est dotée d'un centre culturel, de nombreux équipements sportifs, d'un cinéma, d'un casino et d'un centre de loisirs aquatiques, Les Antilles de Jonzac, qui en font également une destination touristique de plus en plus fréquentée. Elle appartient depuis 2015 aux Plus Beaux Détours de France."
581,108853,Vol 714 pour Sydney,"Vol 714 pour Sydney (Les Aventures de Tintin : Vol 714 pour Sydney, Hergé, 1968) est le 22e album de bande dessinée de la série Les Aventures de Tintin, paru en 1968."
582,109101,Mangue,"La mangue est le fruit du manguier, grand arbre tropical de la famille des Anacardiaceae, originaire des forêts d'Inde, du Pakistan et de la Birmanie où il pousse encore à l'état sauvage. 
Cet arbre, le Mangifera indica, a un feuillage persistant, dense et vert foncé. La forme de son fruit est à la base du motif  cachemire. 
Son nom vient du portugais manga, repris du malayalam മാങ്ങ, māṅga, qui vient du tamoul மாங்காய், māṅgāy.
On appelle mangues sauvages les fruits d'autres arbres, du genre Irvingia (ces fruits sont verts avec des taches noires et leur chair est d'une belle couleur orangée et d'un parfum exquis) , rattaché à la famille des Irvingiaceae."
583,109137,Hypertrichose,"L’hypertrichose est le symptôme d'un dérèglement hormonal qui se manifeste, chez l'homme ou la femme, par une pilosité envahissante sur une partie du corps ou sa totalité. Le terme est issu du grec hyper : « avec excès », et thrix, trikhos : « poils ».
Synonymes : polytrichie, polytrichose, trichauxis. Ne pas confondre avec l'hirsutisme qui est l'apparition d'une pilosité de type masculine normale chez la femme.
Cette maladie a été étudiée en médecine sous le nom de syndrome d'hypertrichose acromégaloïde qui met en relation d'autres signes cliniques présents qui affectent le faciès de la personne atteinte dont le tableau général est un visage aux traits grossiers anormalement velu.
Dès la naissance l'hypertrichose est modérée à sévère, et se majore progressivement pendant les deux premières décennies. L'épaississement des mains et des traits apparaît dans l'enfance. La viabilité du sujet est normale. Divers traitements hormonaux peuvent atténuer sa manifestation.
Les cas recensés sont peu nombreux (de l'ordre d'une vingtaine) mais très spectaculaires, la personne ayant la face entièrement recouverte de poils. Ces apparitions, dans le passé, ont peut-être donné naissance au mythe du loup-garou."
584,109397,Jean-Luc Lagardère,"Jean-Luc Lagardère, de son vrai nom Jean Lucien Lagardère, né le 10 février 1928 à Aubiet dans le Gers et mort le 14 mars 2003 à Paris 15e, est un chef d'entreprise industriel et patron de presse français. 
Son fils unique, Arnaud Lagardère, a pris sa succession à la tête du groupe qu'il dirigeait."
585,109632,Christophe de Lycie,"Christophe de Lycie, plus connu comme saint Christophe, est un saint du christianisme ; il est considéré comme le patron des voyageurs.
Christophe dérive des mots grecs Khristos (Christ) et phorein (porter), c'est-à-dire celui qui porte le Christ, en allusion à un géant légendaire initialement nommé « Réprouvé » qui aurait aidé l'enfant Jésus à traverser une rivière. Encore au XVIe siècle, avant le concile de Trente, il passait pour mettre à l'abri des maladies quiconque voyait sa statue. C'est d'ailleurs pour cette vertu que l'on voit son portrait sur les murs extérieurs de certaines églises à l'appui du traditionnel dicton « Regarde Christophe et va-t-en rassuré ».
Saint Christophe est fêté en Orient le 9 mai, en Occident le 25 juillet, selon le martyrologe romain,, et le 21 août dans le calendrier français."
586,109680,David Douillet,"David Douillet, né le 17 février 1969 à Rouen (Seine-Maritime), est un judoka français, devenu homme politique et aujourd’hui homme d'affaires.
Il est l'un des judokas français les plus titrés de l'histoire. Il évoluait dans la catégorie des « poids lourds », la plus massive en judo. Son palmarès compte deux titres olympiques obtenus en 1996 à Atlanta et 2000 à Sydney. Il est aussi quadruple champion du monde et champion d'Europe. Certaines de ses récompenses ont également été remportées en « toutes catégories », où aucune limite de poids n'est imposée.
Ses performances et son association avec l'opération caritative « Les Pièces Jaunes » en font une personnalité populaire pendant et après sa carrière ; il est à deux reprises la personnalité préférée des Français. Reconverti en homme d'affaires, puis en consultant sportif pour le groupe Canal+, il se rapproche progressivement du milieu politique. En 2009, il obtient de premières responsabilités au sein de l'UMP dont il intègre le bureau exécutif. À la fin de cette même année, lors d'une législative partielle organisée en raison  de la déchéance de Jacques Masdeu-Arus, il est élu député dans la 12e circonscription des Yvelines.
Le 29 juin 2011, il est nommé secrétaire d’État chargé des Français de l'étranger. Le 26 septembre 2011, Chantal Jouanno ayant démissionné, il est nommé ministre des Sports. Il est réélu député lors des élections législatives de 2012 et battu à celles de 2017."
587,109744,Việt Minh,"Le Việt Minh, également orthographié Viet-Minh, Viêt-Minh ou Vietminh (contraction de Việt Nam độc lập đồng minh, en chữ nôm 越南獨立同盟, traduit en français Ligue pour l'indépendance du Viêt Nam ou Front pour l'indépendance du Viêt Nam), était une organisation politique et paramilitaire vietnamienne, créée en 1941 par le Parti communiste vietnamien. Par extension, Viet désigne en français un membre du Viet Minh.
Le Viêt Minh se présentait comme un front commun regroupant des nationalistes de toutes obédiences, et visant à lutter pour l'unité et l'indépendance du Viêt Nam, alors sous contrôle français et composé de deux protectorats (le Tonkin au nord, l'Annam au centre) et d'une colonie (la Cochinchine au sud). En pratique, la direction du Viêt Minh fut toujours nettement dominée par les communistes, dont le principal dirigeant était Hô Chi Minh. L'Armée populaire vietnamienne a été créée par Võ Nguyên Giáp en tant que branche armée du Viêt Minh. La ligue fut officiellement rebaptisée en 1951, mais le nom de Viêt Minh demeura d'usage jusqu'à la fin de la guerre d'Indochine pour désigner les indépendantistes et leurs forces armées."
588,109889,Franck Borotra,"Franck Borotra, né le 30 août 1937 à Nantes (Loire-Atlantique), est un homme politique français, ministre dans le gouvernement d'Alain Juppé."
589,109907,Grizzli,"Le grizzli ou grizzly (Ursus arctos horribilis) est un mammifère omnivore de la famille des ursidés, considéré comme une sous-espèce de l'ours brun, commune au Nord des États-Unis et au Canada. À l'état sauvage il existe entre 30 000 et 45 000 individus."
590,109909,Ours noir,"L'ours noir (Ursus americanus), aussi appelé baribal, est l'ours le plus commun en Amérique du Nord. Il se rencontre dans une aire géographique qui s'étend du nord du Canada et de l'Alaska au nord du Mexique, et des côtes atlantiques aux côtes pacifiques de l'Amérique du Nord. Il est présent dans un bon nombre d'États américains et dans toutes les provinces canadiennes. Il préfère les forêts et les montagnes où il trouve sa nourriture et peut se cacher. La population d'ours noirs était sans doute de deux millions d'individus autrefois. Aujourd'hui, l'on estime qu'il existe entre 500 000 et 750 000 ours noirs sur ce continent. Longtemps chassé pour sa fourrure, il subit aujourd'hui la réduction de son milieu naturel par l'humain. La population de l'ours noir est généralement stable.
Plus petit que l'ours brun et l'ours blanc, cet animal présente une couleur de fourrure plus ou moins foncée selon les régions allant du noir au blanc (la fourrure blanche est provoquée par un caractère récessif), en passant par le rougeâtre et le gris argenté. On le nomme donc à tort « ours noir ». 16 sous-espèces, dont certaines sont menacées, sont reconnues. L'Ours noir n'hiberne pas au sens strict, mais passe l'hiver dans un état de somnolence en vivant sur ses réserves de graisses accumulées pendant l'automne. Il est omnivore, même si son régime alimentaire est dominé par les végétaux. Contrairement aux idées reçues, l'Ours noir est un bon nageur et il grimpe facilement aux arbres pour échapper à un danger."
591,109936,Ailanthus altissima,"L'Ailante glanduleux, Ailante ou Faux vernis du Japon ou Vernis de Chine (Ailanthus altissima) est une espèce d'arbres à feuilles caduques de la famille des Simaroubaceae. Il est natif à la fois du nord-est et du centre de la Chine et de Taïwan. Il est présent davantage dans la forêt tempérée que dans la forêt subtropicale d’Extrême-Orient. L'arbre pousse vite et est capable d'atteindre des hauteurs de 15 mètres en 25 ans. Cependant, l'espèce a également une durée de vie courte et vit rarement plus de 50 ans (il peut cependant poursuivre son existence bien au-delà grâce à son pouvoir drageonnant particulièrement développé).
Il est parfois appelé Faux Vernis du Japon, à cause de la ressemblance de ses feuilles avec le ""vrai"" Vernis du Japon :Toxicodendron vernicifluum."
592,110162,Archives,"Les archives sont un ensemble de documents conservés pour pouvoir prouver des droits ou témoigner de certaines activités. Par métonymie, elles désignent également le lieu où l'on conserve ces documents (bâtiment ou local de conservation, ou encore l'institution chargée de leur conservation ou de leur gestion).
En plus d'être des moyens de prouver et de garantir des droits, les archives peuvent constituer des sources pour l'historien ou pour quiconque veut connaître le passé. Dans la perspective de favoriser la recherche historique et la transparence des activités, les États ont progressivement organisé des services d'archives ouverts au public et fait obligation à leurs administrations de verser à ces services les documents produits par elles une fois échue leur durée d'utilité administrative.
Les archives sont gérées et organisées par des archivistes.
L'archivistique est la science qui régit les principes et les techniques relatifs à la gestion des archives. C'est une des disciplines participant aux sciences de l'information.

"
593,110577,Oasis,"Une oasis (du grec ancien ὄασις /  óasis) désigne, en géographie, une zone de végétation isolée dans un désert, créée et entretenue par l'homme. On la trouve à proximité d'une source d'eau, lorsqu'une nappe phréatique est suffisamment proche de la surface du sol ou encore parfois sur le lit d'une rivière venant se perdre dans le désert.

"
594,110745,Compagnonnage,"Le compagnonnage désigne un système traditionnel de transmission de connaissances et de formation à un métier, qui s'ancre dans des communautés de compagnons. Un aspirant compagnon se forme à un métier à travers une série de pratiques éducatives encadrées par la communauté de compagnons qu'il souhaite rejoindre. Ces pratiques, multiples, peuvent inclure tant l'enseignement scolaire que l'itinérance éducative et les rituels d'initiation. Suite à cette période de compagnonnage, l'aspirant est accepté comme compagnon par sa corporation, et pourra lui-même participer à la formation de futurs aspirants.
Le terme désigne principalement une branche du mouvement ouvrier français, célèbre pour son Tour de France, qui connut l'apogée de sa renommée avec Agricol Perdiguier au milieu du XIXe siècle avant de disparaître presque entièrement à la suite de l'industrialisation, de la transformation de l'apprentissage et de l'autorisation des syndicats ouvriers.
Le compagnonnage a été pratiqué plus marginalement en Belgique, et sous une forme un peu différente au Canada et en Allemagne. Mais il ne s'est jamais implanté en Grande-Bretagne, dans laquelle une autre forme d'organisation, les « sociétés amicales » ont succédé aux confréries et corporations du Moyen Âge.
Presque disparu au début du XXe siècle le compagnonnage connaît aujourd'hui une période de renouveau, attirant des jeunes à la recherche d'une philosophie de formation et de vie professionnelle fondée sur la qualité, la solidarité et la culture locale. Un comité intergouvernemental de l'UNESCO réuni à Nairobi y voit « un moyen unique de transmettre des savoirs et savoir-faire ». Le compagnonnage français a été inscrit au patrimoine culturel immatériel de l'humanité en 2010 sous le titre « Le compagnonnage, réseau de transmission des savoirs et des identités par le métier », après que ce savoir-faire a été inscrit à l'Inventaire du patrimoine culturel immatériel en France."
595,111315,Robert-François Damiens,"Robert François Damiens ou Damier, né le 9 janvier 1715 à La Thieuloye, près d'Arras (Pas-de-Calais) et mort le 28 mars 1757 à Paris, condamné par la Justice pour avoir tenté d'assassiner le roi Louis XV, fut la dernière personne, en France, à subir l'écartèlement, supplice réservé au régicide sous l'Ancien Régime."
596,111434,Accident aérien de Tenerife,"L’accident aérien de Tenerife survient le 27 mars 1977 : deux Boeing 747, l'un de la KLM et l'autre de la Pan Am, se percutent sur la piste de l'aéroport de Los Rodeos, situé sur l'île de Tenerife aux Canaries, entraînant la mort de 583 personnes. Alors que l'aéroport est plongé dans le brouillard, le pilote du 747-200 de la KLM entame son décollage et percute le 747-100 de la Pan Am qui est alors en train de remonter la piste. L'accident, également désigné « le crash du siècle », est à ce jour l'accident le plus meurtrier de l'histoire de l'aviation commerciale."
597,111443,Krakatoa,"Le Krakatoa, Krakatau ou Gunung Krakatau en indonésien et en javanais, est un volcan gris — volcan de type explosif — de la ceinture de feu du Pacifique. Constituant une île volcanique, il forme un archipel de quatre îles principales dans le détroit de la Sonde en Indonésie, entre Sumatra et Java. Sa géographie a été bouleversée au moins à deux reprises, au cours des deux grandes éruptions des années 416 ou 535 et 1883. Malgré ces événements, l'archipel accueille une vie animale et végétale riche, notamment grâce au climat tropical dont il bénéficie. L'archipel fait partie du parc national d'Ujung Kulon, classé au patrimoine mondial de l'UNESCO.
Le volcan est surtout connu pour son explosion du 27 août 1883, une des plus violentes de mémoire humaine, qui tua plusieurs dizaines de milliers de personnes et provoqua un tsunami qui ravagea plusieurs côtes. Les effets de cette éruption explosive furent perceptibles jusqu'en Europe, peu après la catastrophe avec l'effet de l'onde de choc sur le niveau des mers, puis avec une nébulosité particulière due aux cendres en suspension dans l'atmosphère, qui dura plusieurs années. Cette catastrophe a aussi grandement inspiré la littérature, le cinéma, la télévision et la musique.
Au XXe siècle, le volcan donne naissance à une nouvelle île, l'Anak Krakatau ou « enfant du Krakatoa », offrant un terrain d'études à de nombreux scientifiques. Le site du volcan est toujours actif. Le 22 décembre 2018, une éruption qui réduit la hauteur de l'Anak Krakatau des deux tiers provoque un tsunami meurtrier sur les littoraux du détroit de la Sonde, en Indonésie."
598,111533,Pierre Bergounioux,"Pierre Bergounioux, né le 25 mai 1949 à Brive-la-Gaillarde, est un écrivain français, sculpteur et professeur de lettres."
599,112209,Julien Absalon,"Julien Absalon, né le 16 août 1980 à Remiremont, est un coureur cycliste français spécialiste de VTT cross-country. Dans cette discipline, il est l'un des coureurs les plus titrés : double champion olympique en 2004 et 2008 ; quintuple champion du monde entre 2004 et 2007 puis 2014 ; sept fois vainqueur du classement général de la coupe du monde en 2003, de 2006 à 2009, en 2014 et 2016 ; quintuple champion d'Europe en 2006 et de 2013 à 2016 ; et quatorze fois champion de France entre 2003 et 2016. En coupe du monde, il détient le record de manches remportées avec 33 manches au total.
Il est révélé chez les juniors en 1998 où il réalise le triplé champion du monde, champion d'Europe et champion de France. Chez les espoirs, il réussit ce même triplé en 2001 et 2002. Chez les élites, il est dominateur durant les années 2003-2008 où il remporte 2 titres olympiques, 4 titres de champion du monde et 4 coupes du monde. Son plus grand adversaire est le Suisse Nino Schurter qui met fin à sa domination à partir de 2009 en remportant le championnat du monde, Absalon remportant la coupe du monde. Après 2009, il obtient encore de grands résultats notamment le doublé championnat du monde et coupe du monde en 2014, la coupe du monde 2016 et 4 titres de champion d'Europe. Diminué par des problèmes d'allergie aux pollens, il met brusquement fin à sa carrière en 2018. Il continue cependant la compétition en VTT à assistance électrique et obtient la 3e place aux championnats du monde de VTT 2019. À partir de 2018, il dirige sa propre équipe de VTT nommée Absolute Absalon."
600,112652,Odette Laure,"Odette Laure, de son vrai nom Odette Dhommée, née le 28 février 1917 et morte le 10 juin 2004 à Paris, est une comédienne de théâtre et de cinéma. Elle est inhumée à Bagnolet (Seine-Saint-Denis), dans la 4e Division du cimetière Pasteur.

"
601,112691,Columbia (Caroline du Sud),"Columbia est la capitale et la plus grande ville de l'État de Caroline du Sud, aux États-Unis. S'étendant sur 330,8 km2, la ville comptait, selon le Bureau du recensement des États-Unis, 129 272 habitants lors du recensement de 2010, au sein d'une agglomération de 767 598 habitants. Située au confluent des rivières Saluda (en) et Broad formant la Congaree, elle est l'une des destinations prisées par les amateurs de kayak et de canoë. 
Le siège de l'université de Caroline du Sud est situé à Columbia.
Columbia est aussi reconnue pour sa qualité de vie et où on trouve beaucoup de lieux culturels et de lieux de détente. Ainsi, la ville a récemment été élue parmi les trente villes des États-Unis les plus agréables à vivre."
602,112936,Jean-Loup Chrétien,"Jean-Loup Jacques Marie Chrétien, né le 20 août 1938 à La Rochelle, est un général français, pilote de chasse puis spationaute au CNES. Il fut le premier Français, le premier francophone et le premier Européen de l'Ouest dans l'espace en 1982 (lors de la mission franco-soviétique PVH). Il fut également le premier non-Russe et non-Américain à effectuer une sortie extra-véhiculaire dans l'espace."
